"disgusted consumer""poorly designed, it is a vertical cd rack that doesnt have individual slots for cds, so if you want a cd from the bottom of a stack you have basically pull the whole stack to get to it

putting it together was a pain, the one i bought i had to break a piece of metal just to fit it in its guide holes.

again..poorly designed... doesnt even fit cds that well, there are gaps, and the cd casses are loose fitting",0
"It's a nice look, but it tips over very easily. It is not steady on a rug surface dispite what the picture on the box shows. My advice is if you need a CD rack that holds a lot of CD's? Save your money and invest in something nicer and more sturdy",0
"I have bought and returned three of these units now. Each one has been defective, and finally I just gave up on returning the system. The DVD player constantly gives ""Bad Disc"" errors and skips if there is even the slightest smudge on a disc. The sound quality is very nice for the price, but since the player doesn't work, it's essentially useless. This is a complete rip-off at any price point",0
"I knew these were inexpensive CD cases, but I can't even open one without it breaking into two pieces..",0
"I used a 25 pack of these doing DVD backups, and the last 5 or so failed. I thought it was my software, so I got new software. Guess what? My first disc out of the new package of 25 that I bought failed, too.  It's not my burner (as another reviewer suggested, implying that people should learn to read), as it's brand new and doesn't require the firmware upgrade they mention. They just suck and have a high failure rate.  So the consensus seems to be that TDK or Sony are best. I'm buying some now and save myself the frustration",0
"I bought these discs at CompUSA because I needed a few before I got the ones I ordered online. Well, I just wated a good 25 bucks because out of 5 discs, I got one that burned good. Not much bang for the buck. I have burned many discs but never Memorex, usually Verbatim or Ridata or MAM. Very disgruntled with these discs making coasters. Maybe my burners don't like them but whatever the case, I won't buy them ever again. I thought Memorex made good products",0
"The DVDs I burned successfully showed the movies in excellent quality. The only problem is that for every 3 good burns I get one bad one. I'm using the Plextor DVD burner (love it!!), but I'm going to try my luck with a different DVD brand. The failure rate for Memorex is unacceptable. It's less the cost that bothers me, but more the time wasted on burning coasters",0
"I hope it's live because if it's memorex, it's crap!  that's my latest opinion after using this product.  I have a LiteOn SOHW-802S and it hates Memorex.  I rarely get a decent burn.  More often than not I'll discover while watching my movies just how horrid the quality it.  My movies will skip, stutter, or stop all together.  So disappointing!  Unfortunately I found out too late that Memorex uses CMC media, which only has a 0-50% success rate",0
"I hope it's live because if it's memorex, it's crap!  that's my latest opinion after using this product.  I have a LiteOn SOHW-802S and it hates Memorex.  I rarely get a decent burn.  More often than not I'll discover while watching my movies just how horrid the quality it.  My movies will skip, stutter, or stop all together.  So disappointing!  Unfortunately I found out too late that Memorex uses CMC media, which only has a 0-50% success rate",0
i knew the cash back offer sounded too good to be true...and sure enough they rejected my upcs (i kept copies) only have hounding them and contacting the better business bureau did they say 'whoops a mistake' i have a fleeting suspicion this was intentional,0
"Please don't expect to get the cash back from this purchase as promised!  To date, I've been denied twice.  The second time they said the U P C number was invalid. Only, it's the original U P C barcode!  I was meticulous filing the paperwork, yet they state, ""All required products were not submitted.""  Meanwhile, I have phoned AMAZ0N to lodge a formal complaint.",0
No free lunch & you get what you pay for...is that the verdict on this product?,0
"Well, the poor rating given by those who have purchased this product has discouraged me from buying it.  I need disc binders and the Case Logic brand, while being the original, is pricey.  Low cost alternatives are needed, but not at the expense of quality and TCO (total cost of ownership).  But the flap about poor customer service (rebates) and poor quality (zippers and sleeve binding) is enough to give me pause.....  So, if someone from Xtreme's management is paying attention....fix it or be content to lose business.  Price isn't everything to everyone in the markt for your product..",0
No free lunch & you get what you pay for...is that the verdict on this product?,0
"Well, the poor rating given by those who have purchased this product has discouraged me from buying it.  I need disc binders and the Case Logic brand, while being the original, is pricey.  Low cost alternatives are needed, but not at the expense of quality and TCO (total cost of ownership).  But the flap about poor customer service (rebates) and poor quality (zippers and sleeve binding) is enough to give me pause.....  So, if someone from Xtreme's management is paying attention....fix it or be content to lose business.  Price isn't everything to everyone in the markt for your product..",0
No free lunch & you get what you pay for...is that the verdict on this product?,0
"Well, the poor rating given by those who have purchased this product has discouraged me from buying it.  I need disc binders and the Case Logic brand, while being the original, is pricey.  Low cost alternatives are needed, but not at the expense of quality and TCO (total cost of ownership).  But the flap about poor customer service (rebates) and poor quality (zippers and sleeve binding) is enough to give me pause.....  So, if someone from Xtreme's management is paying attention....fix it or be content to lose business.  Price isn't everything to everyone in the markt for your product..",0
No free lunch & you get what you pay for...is that the verdict on this product?,0
"Well, the poor rating given by those who have purchased this product has discouraged me from buying it.  I need disc binders and the Case Logic brand, while being the original, is pricey.  Low cost alternatives are needed, but not at the expense of quality and TCO (total cost of ownership).  But the flap about poor customer service (rebates) and poor quality (zippers and sleeve binding) is enough to give me pause.....  So, if someone from Xtreme's management is paying attention....fix it or be content to lose business.  Price isn't everything to everyone in the markt for your product..",0
I've only got this thing to work for about 3 hours and that is not in a row.  I've spent hours with this product on several machines and I can now say the hardware sucks.,0
Freezes and tech help not good,0
"I purchased dvd express and it never worked. I spent endless time with tech support. The old story about, ""It must be your computer."" did not fly either, my machine is a media type and it far exceeds the system requirements advertised by ADS. I exchanged the item and it was supposedly checked out before I got it. Same problems. Tech support told me I was the only person having trouble with this product. They need to check out a few websites that review products there are hundreds of bad reviews very few good ones. My only mistake was not reading them before I wasted my time and money. ADS also told me it would not work with Ulead's Movie Factory 3, some of the software it came bundled with, but that was Uleads problem. I should use Cap Wiz ( Their program ) DUH!!! Guess what, it did not work with their program either. Ulead said they had several complaints with ADS's product. Their final solution hold on to the product and maybe they will have a new version of cap wiz and that might work. Save yourself time money and aggravation buy another product! P.S. Since ADS doesn't consider the product defective they will not refund your money or allow you trade it in for an upgrade. I don't think they want a product like that either. The only reason I gave one star is.....it was packed well.",0
This SD would not work in my  Nikon  Coolpix S6 camera (but the Fuji and Sandisk product did,0
"Just purchased 3 units , thought they would work as well as the Novi units they were replacing however they have absolutely no range . My original Novi 2 channel units worked well from a distance of approx 110 ft from house to barn , these only work in the same room... I am attempting to return these currently.",0
I bought four of these and returned them immediately. Two were dead out of the box. A third had horrible sound.,0
After searching the internet and reading a variety of reviews for similar products I finally settled on the 900 Megahertz Wireless Intercom from Radio Shack. (43-3102),0
Beautiful sound. Well made and about half the price of the Reporter. Pretty much the same featues but it only claims a range of 300 feet as opposed to 1000 feet. So if you need more than 300 feet for range it's something to consider. Better warranty than the Reporter as well and for 8 bucks you can extend that warrarnty for another year.,0
Anyway I couldn't be happier with the RS intercom. I just can't recommend the Reporters given that 3 out of 4 units that arrived were faulty,0
"When I purchased these batteries, I was very pleased, but that wore off after a couple of months. I don't use my camera all that often, but when I do, I expect ther batteries to have some charge. I recharge them per instructions, and they do not hold a charge any longer.I know Monster makes good products, but I am a little disappointed in this one",0
I got this from JnR . This unit powers up but the computer fails to detect it. I tried this on multiple computers. MAy be this was just a lemon. I will exchange it to a better brand,0
Not suitable for heavy books,0
"This bookstand, despite the description, is not suitable for heavy books. If you put heavy books on this, the stand that props up the whole unit is likely to snap off.",0
"Its made of flimsy plastic, and all the parts snap on. I'm afraid to put a heavy book on there, because I'm sure the parts will just snap off",0
"In the ten minutes since I've had it out of the box two pieces have fallen off.  More importantly, It can't handle large manuals as advertised.  (The reason I purchased this particular book holder)  My 1000 page manual only fits if you happen to only want to read the middle chapter.  Based on that I estimate that this is a totally worthless product to anyone needing to go through a manual or training book more than five or six hundred pages.  If you don't anticipate needing it for a book that big then just glue the rubber feet on, keep an eye on the page retainers (these are the parts that fell off) and you should be ok.  As for me, I'm off to read Amazon's return policy and see if I can get rid of this useless hunk of plastic",0
"I had to send this item back because it stopped playing cds. The sound quality was good, but the dependability of this item is questionable.",0
"I purchased this memory card for a camera I was also purchasing. It was listed as an accessory to the camera on the same page. When I received the card first and then the camera, I was disappointed that the card was the wrong shape and size for the camera and would not fit. Because I had opened the plastic package to the card, I was unable to return it. In fact, when I emailed the company who sent it, I never even received a response.",0
Told by company that it would take up to four weeks!,0
"I am the type of person that ALWAYS buys the extra warranty on whatever I purchase.  However, I started reading the reviews on this company and many people reported that it was four weeks and counting and they still hadn't received their refund check.  I was astonished.  I contacted N.E.W. myself and asked them about this.  With no shame or embarrassment on the part of the customer service reps, I was informed that if I did everything by email, it would take AT LEAST 15 business days (that's three weeks!) to receive my refund check AFTER I sent them the warrantied item.  If I had them send me a pre-paid label for the defective item instead of using my own printer, it would take a week for me to receive and at least a week for them to receive the covered item.  In other words, it would take no less than four weeks to receive the replacement check and possibly up to eight weeks!  I cancelled the contract immediately.  It is just not worth it when you really do the math to purchase this contract.  I would recommend buying a product from a company that first makes a quality product and then back it up with a good warranty and gives good customer service such as Grado, Sennheiser or Koss.  But stay away from these people; that's my feeling and my advice.",0
I've finally learned a VERY expensive lesson,0
"DON'T BUY THIS PRODUCT. There, simple advice I wish someone had given me before I bought two of these. With the first one the battery died 13 months after purchase. Since it was 30 days outside the warrantly, apple support told me ""sorry, tough luck."" I made the mistake of buying another one figuring I just got a bad one and there was no way I could have the same problem again. WRONG!",0
"Second ipod just died (same battery problem) - this one died within the warranty period but becuase it took me two weeks to get into the ipod store to see what was wrong and, of course, by the time I got in I was past the 12 month warranty period (who keeps track of the purchase date? I sure didn't).",0
Other than the fact that your substnatial investment will be worthless in about a year - it is a fantastic product. I'm just sorry that it didn't last (twice!) cause otherwise I'd be a fan,0
"About three years ago, maybe four, I bought two Lexar CFII cards. One never worked, the other worked, but lost all data. I wrote to Lexar, that I had two bad cards, they sent me one new card of the same size. I gave that to my girlfriend & told her to only use it on pix she didn't care about losing. I still have my card, in a ziplock. None of the file removal programs will get the images off, & I've used all of them, & had their (file removal) tech help give up.",0
"In this day & age of ""just make the item"" I am upset. But you take your chances. Do you want the only picture of your great grand-mother lost because you used a Lexar? I wouldn't, I use an actual sandisk card, myself.",0
"If they ever (Lexar) made it right, I may have written a better review, but they haven't. So that tells me that they don't care.",0
How important are your pictures to you?,0
"Most people buy a UPS, plug it in and never test it to make sure it works. I tested this device a number of times to make sure the software would at least shutdown the computer after an outage. I set it to shutdown Windows after 1 minute. Only the computer and a few small phone accessories are attached to it.",0
"After power was cut, it held the computer up and allowed it to shut down. Then I restored power to the UPS. AFter about 30 seconds, it beeped, clicked, and temporarily DROPPED power to the computer while it was rebooting! So when it switches back from battery power it causes power to be interrupted. That is unacceptable. A UPS should never drop power to the attached devices after power is restored to it.",0
"If you have a cable modem for broadband connection to the internet, your unit will not be covered by the APS warranty on this device. Lightning hit near our house and the motherboard plus router got fried. The cable modem stayed intact and we filed a claim with APS. They denied it saying backend surges through the cable may have caused the damage (even though the modem wasn't hurt?)",0
"I am still awaiting resolution of a problem I have with these drives. In writing DVDs I get verification errors. This proboem arises if the drives are used in an external firewire enclosure. The drive works fine if internal in your computer attached to the IDE bus, but there is an issue if attached to your computer by firewire",0
"Worked OK for about 230 days, then stopped",0
"The drive arrived at the end of December, was quick to get up and running, and worked fine until yesterday.  Then it got the machine equivalent of ""lockjaw"" and I've been unable to get the tray to release.",0
"So, it's a good drive while it operates, but I'll probably make sure I pay for at least a 1-year warranty on my next purchase.",0
